Training: 2024-09-20 15:52:20,370-rank_id: 0
Training: 2024-09-21 06:27:02,532-Speed 251.69 samples/sec   Loss 6.7615   ReconLoss 0.0826  LearningRate 0.005615   Epoch: 4   Global Step: 48260   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:27:13,096-Speed 251.80 samples/sec   Loss 6.6478   ReconLoss 0.0824  LearningRate 0.005614   Epoch: 4   Global Step: 48270   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:27:23,616-Speed 253.25 samples/sec   Loss 7.1852   ReconLoss 0.0814  LearningRate 0.005614   Epoch: 4   Global Step: 48280   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:27:34,145-Speed 252.86 samples/sec   Loss 6.7431   ReconLoss 0.0835  LearningRate 0.005613   Epoch: 4   Global Step: 48290   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:27:44,730-Speed 251.43 samples/sec   Loss 6.0090   ReconLoss 0.0803  LearningRate 0.005613   Epoch: 4   Global Step: 48300   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:27:55,300-Speed 251.77 samples/sec   Loss 7.3929   ReconLoss 0.0796  LearningRate 0.005612   Epoch: 4   Global Step: 48310   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:28:05,950-Speed 249.87 samples/sec   Loss 6.7347   ReconLoss 0.0845  LearningRate 0.005612   Epoch: 4   Global Step: 48320   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:28:16,426-Speed 253.96 samples/sec   Loss 7.4273   ReconLoss 0.0794  LearningRate 0.005611   Epoch: 4   Global Step: 48330   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:28:26,983-Speed 252.16 samples/sec   Loss 7.2779   ReconLoss 0.0810  LearningRate 0.005611   Epoch: 4   Global Step: 48340   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:28:37,472-Speed 254.05 samples/sec   Loss 6.5911   ReconLoss 0.0831  LearningRate 0.005610   Epoch: 4   Global Step: 48350   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:28:48,089-Speed 250.76 samples/sec   Loss 7.2042   ReconLoss 0.0846  LearningRate 0.005610   Epoch: 4   Global Step: 48360   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:28:58,615-Speed 253.09 samples/sec   Loss 5.8055   ReconLoss 0.0857  LearningRate 0.005609   Epoch: 4   Global Step: 48370   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:29:09,168-Speed 252.18 samples/sec   Loss 7.4991   ReconLoss 0.0829  LearningRate 0.005609   Epoch: 4   Global Step: 48380   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2024-09-21 06:29:19,655-Speed 253.93 samples/sec   Loss 6.5076   ReconLoss 0.0799  LearningRate 0.005608   Epoch: 4   Global Step: 48390   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:29:30,130-Speed 254.18 samples/sec   Loss 6.6010   ReconLoss 0.0841  LearningRate 0.005608   Epoch: 4   Global Step: 48400   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:29:40,679-Speed 252.51 samples/sec   Loss 6.9599   ReconLoss 0.0806  LearningRate 0.005607   Epoch: 4   Global Step: 48410   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:29:51,193-Speed 253.18 samples/sec   Loss 6.9638   ReconLoss 0.0786  LearningRate 0.005607   Epoch: 4   Global Step: 48420   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:30:01,694-Speed 253.33 samples/sec   Loss 6.7798   ReconLoss 0.0772  LearningRate 0.005606   Epoch: 4   Global Step: 48430   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:30:12,227-Speed 252.55 samples/sec   Loss 7.3194   ReconLoss 0.0785  LearningRate 0.005606   Epoch: 4   Global Step: 48440   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:30:22,780-Speed 252.19 samples/sec   Loss 6.2630   ReconLoss 0.0837  LearningRate 0.005605   Epoch: 4   Global Step: 48450   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:30:33,308-Speed 252.95 samples/sec   Loss 7.2276   ReconLoss 0.0820  LearningRate 0.005605   Epoch: 4   Global Step: 48460   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:30:43,909-Speed 251.05 samples/sec   Loss 7.3159   ReconLoss 0.0792  LearningRate 0.005604   Epoch: 4   Global Step: 48470   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:30:54,457-Speed 252.24 samples/sec   Loss 6.6135   ReconLoss 0.0793  LearningRate 0.005604   Epoch: 4   Global Step: 48480   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:31:04,951-Speed 253.53 samples/sec   Loss 7.1281   ReconLoss 0.0814  LearningRate 0.005603   Epoch: 4   Global Step: 48490   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:31:15,543-Speed 251.18 samples/sec   Loss 7.1579   ReconLoss 0.0779  LearningRate 0.005603   Epoch: 4   Global Step: 48500   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:31:26,085-Speed 252.17 samples/sec   Loss 6.6351   ReconLoss 0.0834  LearningRate 0.005602   Epoch: 4   Global Step: 48510   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:31:36,725-Speed 249.98 samples/sec   Loss 6.0742   ReconLoss 0.0797  LearningRate 0.005602   Epoch: 4   Global Step: 48520   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:31:47,179-Speed 254.99 samples/sec   Loss 8.3324   ReconLoss 0.0812  LearningRate 0.005601   Epoch: 4   Global Step: 48530   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:31:57,731-Speed 252.42 samples/sec   Loss 7.4683   ReconLoss 0.0811  LearningRate 0.005601   Epoch: 4   Global Step: 48540   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:32:08,257-Speed 252.94 samples/sec   Loss 6.9921   ReconLoss 0.0782  LearningRate 0.005600   Epoch: 4   Global Step: 48550   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:32:18,736-Speed 253.94 samples/sec   Loss 7.1681   ReconLoss 0.0811  LearningRate 0.005600   Epoch: 4   Global Step: 48560   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:32:29,186-Speed 255.04 samples/sec   Loss 6.1712   ReconLoss 0.0850  LearningRate 0.005599   Epoch: 4   Global Step: 48570   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:32:39,761-Speed 251.55 samples/sec   Loss 7.1576   ReconLoss 0.0807  LearningRate 0.005599   Epoch: 4   Global Step: 48580   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:32:50,267-Speed 253.32 samples/sec   Loss 6.1623   ReconLoss 0.0828  LearningRate 0.005598   Epoch: 4   Global Step: 48590   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2024-09-21 06:33:00,841-Speed 251.83 samples/sec   Loss 7.0766   ReconLoss 0.0800  LearningRate 0.005598   Epoch: 4   Global Step: 48600   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:33:11,348-Speed 253.64 samples/sec   Loss 6.2861   ReconLoss 0.0794  LearningRate 0.005597   Epoch: 4   Global Step: 48610   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:33:21,864-Speed 252.99 samples/sec   Loss 7.4071   ReconLoss 0.0807  LearningRate 0.005597   Epoch: 4   Global Step: 48620   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:33:32,359-Speed 253.77 samples/sec   Loss 6.6107   ReconLoss 0.0832  LearningRate 0.005596   Epoch: 4   Global Step: 48630   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:33:42,914-Speed 252.19 samples/sec   Loss 6.3874   ReconLoss 0.0810  LearningRate 0.005596   Epoch: 4   Global Step: 48640   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:33:53,413-Speed 253.47 samples/sec   Loss 6.9983   ReconLoss 0.0775  LearningRate 0.005595   Epoch: 4   Global Step: 48650   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:34:03,919-Speed 253.14 samples/sec   Loss 6.5486   ReconLoss 0.0805  LearningRate 0.005595   Epoch: 4   Global Step: 48660   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:34:14,412-Speed 253.59 samples/sec   Loss 7.9132   ReconLoss 0.0810  LearningRate 0.005594   Epoch: 4   Global Step: 48670   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:34:24,979-Speed 251.71 samples/sec   Loss 7.6341   ReconLoss 0.0859  LearningRate 0.005594   Epoch: 4   Global Step: 48680   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:34:35,422-Speed 254.80 samples/sec   Loss 6.7697   ReconLoss 0.0807  LearningRate 0.005593   Epoch: 4   Global Step: 48690   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:34:45,897-Speed 253.96 samples/sec   Loss 6.9751   ReconLoss 0.0847  LearningRate 0.005593   Epoch: 4   Global Step: 48700   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:34:56,424-Speed 252.73 samples/sec   Loss 6.4893   ReconLoss 0.0807  LearningRate 0.005592   Epoch: 4   Global Step: 48710   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:35:06,943-Speed 253.17 samples/sec   Loss 7.4262   ReconLoss 0.0806  LearningRate 0.005592   Epoch: 4   Global Step: 48720   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:35:17,421-Speed 253.99 samples/sec   Loss 6.1945   ReconLoss 0.0816  LearningRate 0.005591   Epoch: 4   Global Step: 48730   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:35:27,945-Speed 252.82 samples/sec   Loss 6.7271   ReconLoss 0.0838  LearningRate 0.005591   Epoch: 4   Global Step: 48740   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:35:38,493-Speed 252.14 samples/sec   Loss 7.2165   ReconLoss 0.0827  LearningRate 0.005590   Epoch: 4   Global Step: 48750   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:35:49,074-Speed 251.53 samples/sec   Loss 6.6338   ReconLoss 0.0840  LearningRate 0.005590   Epoch: 4   Global Step: 48760   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:35:59,657-Speed 251.91 samples/sec   Loss 5.8905   ReconLoss 0.0825  LearningRate 0.005589   Epoch: 4   Global Step: 48770   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:36:10,146-Speed 253.98 samples/sec   Loss 7.2687   ReconLoss 0.0870  LearningRate 0.005589   Epoch: 4   Global Step: 48780   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:36:20,682-Speed 252.56 samples/sec   Loss 7.4703   ReconLoss 0.0822  LearningRate 0.005588   Epoch: 4   Global Step: 48790   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:36:31,227-Speed 252.25 samples/sec   Loss 6.5349   ReconLoss 0.0808  LearningRate 0.005588   Epoch: 4   Global Step: 48800   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:36:41,735-Speed 253.17 samples/sec   Loss 6.2775   ReconLoss 0.0814  LearningRate 0.005587   Epoch: 4   Global Step: 48810   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:36:52,240-Speed 253.39 samples/sec   Loss 7.0309   ReconLoss 0.0827  LearningRate 0.005587   Epoch: 4   Global Step: 48820   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:37:02,745-Speed 253.35 samples/sec   Loss 6.4208   ReconLoss 0.0792  LearningRate 0.005586   Epoch: 4   Global Step: 48830   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:37:13,310-Speed 251.65 samples/sec   Loss 6.4686   ReconLoss 0.0844  LearningRate 0.005586   Epoch: 4   Global Step: 48840   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:37:23,869-Speed 251.86 samples/sec   Loss 7.0377   ReconLoss 0.0788  LearningRate 0.005586   Epoch: 4   Global Step: 48850   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:37:34,498-Speed 250.36 samples/sec   Loss 7.1261   ReconLoss 0.0796  LearningRate 0.005585   Epoch: 4   Global Step: 48860   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:37:45,012-Speed 253.04 samples/sec   Loss 6.7747   ReconLoss 0.0815  LearningRate 0.005585   Epoch: 4   Global Step: 48870   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:37:55,581-Speed 251.80 samples/sec   Loss 6.5584   ReconLoss 0.0880  LearningRate 0.005584   Epoch: 4   Global Step: 48880   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:38:06,200-Speed 250.55 samples/sec   Loss 6.9017   ReconLoss 0.0890  LearningRate 0.005584   Epoch: 4   Global Step: 48890   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:38:16,814-Speed 250.71 samples/sec   Loss 6.1041   ReconLoss 0.0838  LearningRate 0.005583   Epoch: 4   Global Step: 48900   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2024-09-21 06:38:27,371-Speed 252.21 samples/sec   Loss 6.3591   ReconLoss 0.0784  LearningRate 0.005583   Epoch: 4   Global Step: 48910   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:38:37,910-Speed 252.39 samples/sec   Loss 7.6051   ReconLoss 0.0838  LearningRate 0.005582   Epoch: 4   Global Step: 48920   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:38:48,497-Speed 251.26 samples/sec   Loss 6.2716   ReconLoss 0.0786  LearningRate 0.005582   Epoch: 4   Global Step: 48930   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:38:59,042-Speed 252.24 samples/sec   Loss 6.6004   ReconLoss 0.0800  LearningRate 0.005581   Epoch: 4   Global Step: 48940   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:39:09,654-Speed 250.67 samples/sec   Loss 7.1576   ReconLoss 0.0808  LearningRate 0.005581   Epoch: 4   Global Step: 48950   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:39:20,193-Speed 252.25 samples/sec   Loss 7.1153   ReconLoss 0.0798  LearningRate 0.005580   Epoch: 4   Global Step: 48960   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:39:30,743-Speed 252.03 samples/sec   Loss 6.1442   ReconLoss 0.0796  LearningRate 0.005580   Epoch: 4   Global Step: 48970   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:39:41,439-Speed 248.75 samples/sec   Loss 7.0392   ReconLoss 0.0812  LearningRate 0.005579   Epoch: 4   Global Step: 48980   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:39:51,963-Speed 252.78 samples/sec   Loss 6.5226   ReconLoss 0.0799  LearningRate 0.005579   Epoch: 4   Global Step: 48990   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:40:02,484-Speed 252.77 samples/sec   Loss 6.6283   ReconLoss 0.0864  LearningRate 0.005578   Epoch: 4   Global Step: 49000   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:40:13,028-Speed 252.57 samples/sec   Loss 5.8169   ReconLoss 0.0794  LearningRate 0.005578   Epoch: 4   Global Step: 49010   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:40:23,526-Speed 253.31 samples/sec   Loss 6.3979   ReconLoss 0.0833  LearningRate 0.005577   Epoch: 4   Global Step: 49020   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:40:34,124-Speed 250.87 samples/sec   Loss 6.7215   ReconLoss 0.0822  LearningRate 0.005577   Epoch: 4   Global Step: 49030   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:40:44,652-Speed 252.82 samples/sec   Loss 6.7506   ReconLoss 0.0818  LearningRate 0.005576   Epoch: 4   Global Step: 49040   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:40:55,161-Speed 253.45 samples/sec   Loss 6.8037   ReconLoss 0.0803  LearningRate 0.005576   Epoch: 4   Global Step: 49050   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:41:05,781-Speed 250.80 samples/sec   Loss 6.7720   ReconLoss 0.0855  LearningRate 0.005575   Epoch: 4   Global Step: 49060   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:41:16,253-Speed 254.38 samples/sec   Loss 7.3043   ReconLoss 0.0810  LearningRate 0.005575   Epoch: 4   Global Step: 49070   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:41:26,887-Speed 250.41 samples/sec   Loss 6.5964   ReconLoss 0.0806  LearningRate 0.005574   Epoch: 4   Global Step: 49080   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:41:37,404-Speed 253.33 samples/sec   Loss 7.7350   ReconLoss 0.0780  LearningRate 0.005574   Epoch: 4   Global Step: 49090   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:41:47,975-Speed 252.16 samples/sec   Loss 7.2324   ReconLoss 0.0784  LearningRate 0.005573   Epoch: 4   Global Step: 49100   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:41:58,477-Speed 253.54 samples/sec   Loss 6.8485   ReconLoss 0.0819  LearningRate 0.005573   Epoch: 4   Global Step: 49110   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:42:09,027-Speed 252.24 samples/sec   Loss 6.8573   ReconLoss 0.0805  LearningRate 0.005572   Epoch: 4   Global Step: 49120   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:42:19,538-Speed 253.32 samples/sec   Loss 7.1190   ReconLoss 0.0808  LearningRate 0.005572   Epoch: 4   Global Step: 49130   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:42:30,076-Speed 253.34 samples/sec   Loss 7.0690   ReconLoss 0.0802  LearningRate 0.005571   Epoch: 4   Global Step: 49140   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:42:40,686-Speed 250.97 samples/sec   Loss 7.6525   ReconLoss 0.0845  LearningRate 0.005571   Epoch: 4   Global Step: 49150   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:42:51,273-Speed 251.46 samples/sec   Loss 6.9876   ReconLoss 0.0871  LearningRate 0.005570   Epoch: 4   Global Step: 49160   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:43:01,772-Speed 253.67 samples/sec   Loss 6.3490   ReconLoss 0.0829  LearningRate 0.005570   Epoch: 4   Global Step: 49170   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:43:12,305-Speed 252.52 samples/sec   Loss 6.2555   ReconLoss 0.0845  LearningRate 0.005569   Epoch: 4   Global Step: 49180   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:43:22,816-Speed 253.02 samples/sec   Loss 7.3913   ReconLoss 0.0784  LearningRate 0.005569   Epoch: 4   Global Step: 49190   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:43:33,406-Speed 251.38 samples/sec   Loss 6.9633   ReconLoss 0.0807  LearningRate 0.005568   Epoch: 4   Global Step: 49200   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:43:43,875-Speed 254.06 samples/sec   Loss 6.7663   ReconLoss 0.0795  LearningRate 0.005568   Epoch: 4   Global Step: 49210   Fp16 Grad Scale: 65536   Required: 34 hours
Training: 2024-09-21 06:43:54,395-Speed 252.78 samples/sec   Loss 7.5762   ReconLoss 0.0830  LearningRate 0.005567   Epoch: 4   Global Step: 49220   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:44:04,933-Speed 252.48 samples/sec   Loss 7.7588   ReconLoss 0.0866  LearningRate 0.005567   Epoch: 4   Global Step: 49230   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:44:15,401-Speed 254.33 samples/sec   Loss 7.2466   ReconLoss 0.0833  LearningRate 0.005566   Epoch: 4   Global Step: 49240   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:44:25,945-Speed 252.47 samples/sec   Loss 7.5391   ReconLoss 0.0795  LearningRate 0.005566   Epoch: 4   Global Step: 49250   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:44:36,509-Speed 251.73 samples/sec   Loss 7.6157   ReconLoss 0.0779  LearningRate 0.005565   Epoch: 4   Global Step: 49260   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:44:47,082-Speed 251.44 samples/sec   Loss 6.5584   ReconLoss 0.0791  LearningRate 0.005565   Epoch: 4   Global Step: 49270   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:44:57,582-Speed 253.25 samples/sec   Loss 7.0425   ReconLoss 0.0831  LearningRate 0.005564   Epoch: 4   Global Step: 49280   Fp16 Grad Scale: 32768   Required: 34 hours
Training: 2024-09-21 06:45:08,161-Speed 251.47 samples/sec   Loss 5.5815   ReconLoss 0.0797  LearningRate 0.005564   Epoch: 4   Global Step: 49290   Fp16 Grad Scale: 32768   Required: 34 hours
